Date,Month,Quarter,Year,CPI,dir,indir,VAT,imp,cons_trust,real_credit_card,Oil,Reer,Dollar,TA35, TA125 ,Nasdaq,sp500,VAT_rate,rev,rev_trade,rev_trade2,rev_food,Total net income tax,Deductions and the capital market, Total import tax , Total local tax , Total indirect tax ," Unemployment rate (ages 25-64, in percentage points) "," Participation rate (ages 25-64, in percentage points) ", Employment rate (ages 25-64) , Real Salary , salaried jobs ,Foreign exchange reserves in millions of dollars,Apartment Price Index (1993=100) - Mid-period reviewed,Credit card purchase value indices (total) (2002=100),Industrial Production Index (Total),The combined index of the state of the economy,Apartments sold at an annual rate,,,,,,,,,,
10/1/2014,10.00,4.00,2014.00,94.5,10077,9360,"6,460.0","1,655.0 ",126.16,239.7,84.39695652,90.57,3.73595,1444.3,1291.8,4403.2,1937.3,18%,109.3,110.1,91.0,110.3,10479.441,6423.958,1655,1320,9435,4.7%,78.9%,75.2%,"8,974.42","3,301.20"," 86,416.10 ",349.3,239.6,75.3,70.84,"35,904",,,,,,,,,,
11/1/2014,11.00,4.00,2014.00,94.3,9842,10836,"7,581.0","1,380.0 ",121.13,236.1,75.954375,89.49,3.829,1450.9,1294.2,4687.7,2044.6,18%,110.4,109.0,89.4,113.8,9758.211,6147.497,1380,1685,10646,4.8%,79.7%,75.9%,"8,946.79","3,320.90"," 86,327.58 ",350.3,236.1,74.4,71.15,"31,332",,,,,,,,,,
12/1/2014,12.00,4.00,2014.00,94.3," 10,211 ",10560,"6,500.0","2,806.0 ",121.21,238.6,59.29045455,88.18,3.934666667,1474.5,1304.9,4732.7,2054.3,18%,109.7,110.1,88.7,115.2,9712.011,6007.294,2806,1214,10520,5.0%,79.8%,75.8%,"9,003.54","3,334.90"," 86,101.17 ",352.5,238.5,73.4,71.39,"34,872",,,,,,,,,,
1/1/2015,1.00,1.00,2015.00,93.5,13242,11594,"9,098.0","1,318.0 ",124.6,239.0,47.219,87.25,3.946380952,1460.9,1280.8,4673.7,2028.2,18%,110.4,110.1,91.2,111.0,14303.75,8880.657,1318,1620,12036,4.9%,79.7%,75.8%,"8,952.88","3,337.90"," 84,664.96 ",354.8,239.0,74.2,71.65,"37,272",,,,,,,,,,
2/1/2015,2.00,1.00,2015.00,92.8,10803,8781,"6,033.0","1,346.0 ",131.87,239.7,50.688,88.42,3.89285,1473.1,1298.5,4854.3,2082.2,18%,112.1,108.5,90.6,111.7,10601.891,6679.813,1346,1182,8561,4.7%,79.5%,75.8%,"9,093.44","3,340.70"," 85,319.62 ",358.3,239.6,75,71.99,"42,144",,,,,,,,,,
3/1/2015,3.00,1.00,2015.00,93.1,11335,11881,"8,506.0","1,878.0 ",130.1,244.8,47.40909091,89.44,3.997842105,1576.3,1386.3,4938.0,2080.0,18%,111.8,109.5,90.7,113.0,11524.526,7064.444,1878,1584,11968,4.6%,79.9%,76.2%,"9,096.31","3,366.90"," 84,983.18 ",360.6,244.8,73.5,72.13,"33,480",,,,,,,,,,
4/1/2015,4.00,2.00,2015.00,93.7,11581,9556,"6,389.0","1,390.0 ",131.9,243.3,54.45285714,88.63,3.938444444,1665.7,1455.3,4986.0,2094.9,18%,110.5,110.0,88.8,115.8,11715.724,7390.896,1390,1437,9216,4.3%,79.8%,76.3%,"9,139.22","3,358.40"," 85,712.66 ",361.5,243.3,72.4,72.20,"33,360",,,,,,,,,,
5/1/2015,5.00,2.00,2015.00,93.9,11260,11572,"8,213.0","1,770.0 ",129.37,249.2,59.24666667,89.99,3.86225,1667.4,1447.2,5029.4,2113.7,18%,109.9,111.4,88.4,116.7,11396.879,7509.281,1770,1808,11791,4.4%,79.7%,76.2%,"9,122.13","3,370.06"," 85,763.85 ",364.5,249.2,71.7,72.37,"37,056",,,,,,,,,,
6/1/2015,6.00,2.00,2015.00,94.2,10241,9337,"6,126.0","1,751.0 ",130.49,248.6,59.81954545,90.61,3.824454545,1685.3,1452.3,5073.9,2099.3,18%,112.5,112.8,85.5,117.8,10187.587,6369.008,1751,1275,9152,4.5%,80.0%,76.4%,"9,115.50","3,383.86"," 88,178.95 ",368.3,248.6,74.4,72.72,"52,140",,,,,,,,,,
7/1/2015,7.00,3.00,2015.00,94.3," 13,250 ",12178,"8,617.0","1,824.0 ",128.61,248.6,50.90090909,91.97,3.789,1684.7,1451.5,5082.8,2094.1,18%,112.1,112.4,88.2,117.5,13611.563,7949.203,1824,1777,12218,4.6%,79.9%,76.2%,"9,078.18","3,395.98"," 88,424.26 ",369.2,248.5,72.4,72.99,"28,968",,,,,,,,,,
8/1/2015,8.00,3.00,2015.00,94.2," 12,354 ",10517,"7,423.0","1,937.0 ",130.11,253.6,42.86761905,94.02,3.844857143,1676.3,1457.7,4934.6,2039.9,18%,115.0,114.2,91.4,121.9,11920.431,6607.397,1937,1514,10874,4.4%,80.1%,76.6%,"9,225.38","3,404.35"," 88,998.36 ",369.0,253.6,74.6,73.45,"31,704",,,,,,,,,,
9/1/2015,9.00,3.00,2015.00,93.8," 11,177 ",11042,"8,409.0","1,238.0 ",131.45,257.8,45.47952381,93.19,3.912941176,1574.5,1375.3,4748.0,1944.4,18%,114.5,114.3,91.2,118.5,11673.292,6830.933,1238,1653,11300,4.5%,80.1%,76.5%,"9,298.50","3,375.26"," 89,475.83 ",371.3,257.7,73.7,73.67,"32,196",,,,,,,,,,
10/1/2015,10.00,4.00,2015.00,93.9," 9,990 ",10082,"6,598.0","1,692.0 ",129.48,255.3,46.22363636,91.42,3.863,1536.8,1338.7,4879.0,2024.8,17%,114.3,114.3,88.6,121.0,10350.604,6346.727,1692,1300,9590,4.5%,80.1%,76.5%,"9,237.79","3,423.47"," 89,230.16 ",374.4,255.3,72.3,73.88,"30,888",,,,,,,,,,
11/1/2015,11.00,4.00,2015.00,93.5," 11,084 ",10426,"7,459.0","1,450.0 ",128.25,260.9,42.3852381,92.08,3.889333333,1565.9,1354.4,5078.8,2080.6,17%,115.9,116.6,90.0,118.3,11300.247,6705.998,1450,1649,10558,4.4%,79.4%,75.9%,"9,272.23","3,433.14"," 88,822.49 ",377.5,260.9,78.3,74.28,"31,332",,,,,,,,,,
12/1/2015,12.00,4.00,2015.00,93.4," 8,593 ",9243,"5,877.0","1,776.0 ",133.8,261.9,37.18863636,92.85,3.881363636,1526.7,1316.5,5040.5,2054.1,17%,116.6,115.9,90.6,119.1,10015.517,6481.282,1776,1296,8949,4.5%,79.9%,76.3%,"9,247.22","3,447.81"," 90,574.78 ",380.4,261.8,76.1,74.53,"31,200",,,,,,,,,,
1/1/2016,1.00,1.00,2016.00,92.9,13670,13160,"9,344.0","2,190.0 ",128.76,264.0,31.5715,93.14,3.9509,1478.1,1271.3,4610.7,1918.6,17%,116.2,116.0,91.3,123.1,14522.028,8365.438,2190,1714,13248,4.5%,79.5%,75.9%,"9,253.50","3,443.73"," 90,487.14 ",381.4,264.0,75,74.80,"33,756",,,,,,,,,,
2/1/2016,2.00,1.00,2016.00,92.6,11803,8911,"6,082.0","1,628.0 ",128.59,263.7,30.323,92.2,3.908047619,1428.0,1226.7,4463.2,1904.4,17%,113.9,116.2,90.5,122.4,11500.009,6651.454,1628,1204,8914,4.5%,79.4%,75.8%,"9,316.95","3,467.09"," 90,618.85 ",384.0,263.6,73.6,74.96,"33,204",,,,,,,,,,
3/1/2016,3.00,1.00,2016.00,92.5,11596,11804,"8,205.0","2,043.0 ",131.1,269.9,37.54636364,91.74,3.867619048,1471.1,1264.9,4754.5,2022.0,17%,116.8,119.1,94.9,123.5,11830.657,6967.673,2043,1643,11891,4.6%,79.9%,76.2%,"9,421.23","3,468.76"," 94,779.58 ",389.1,269.8,76.3,75.39,"34,836",,,,,,,,,,
4/1/2016,4.00,2.00,2016.00,92.8,12049,8714,"5,687.0","1,646.0 ",134.62,270.3,40.7552381,91.31,3.778421053,1466.8,1267.9,4892.2,2075.5,17%,117.1,119.6,89.9,123.5,11911.371,7601.077,1646,1257,8590,4.3%,80.1%,76.6%,"9,353.77","3,483.81"," 95,683.98 ",390.2,270.3,75.3,75.57,"43,860",,,,,,,,,,
5/1/2016,5.00,2.00,2016.00,93.1,12653,13095,"9,175.0","2,268.0 ",132.86,268.3,46.71238095,92.45,3.81345,1417.6,1228.0,4788.2,2065.6,17%,117.8,118.9,93.0,121.2,12701.774,7879.949,2268,1792,13235,4.0%,80.0%,76.8%,"9,330.82","3,478.75"," 96,463.37 ",391.1,268.3,76.3,75.91,"32,772",,,,,,,,,,
6/1/2016,6.00,2.00,2016.00,93.4,11514,9719,"6,239.0","1,835.0 ",131.93,274.1,48.75727273,92.12,3.856636364,1421.1,1233.4,4856.2,2083.9,17%,119.0,119.0,93.9,122.9,11357.789,6480.698,1835,1542,9616,3.8%,79.9%,76.9%,"9,378.14","3,489.57"," 96,634.68 ",393.4,274.1,75.9,76.28,"34,392",,,,,,,,,,
7/1/2016,7.00,3.00,2016.00,93.8,13360,12384,"8,672.0","1,899.0 ",132.14,276.3,44.6515,91.3,3.857428571,1444.7,1257.7,5024.0,2148.9,17%,118.6,119.7,94.1,128.5,13502.819,8201.997,1899,1673,12244,4.0%,80.2%,77.0%,"9,422.65","3,510.30"," 97,392.62 ",396.1,276.3,75.8,76.51,"32,652",,,,,,,,,,
8/1/2016,8.00,3.00,2016.00,93.5,11289,10347,"6,695.0","1,948.0 ",133.56,272.9,44.72434783,92.47,3.795391304,1462.1,1282.4,5217.0,2177.5,17%,116.3,118.0,89.7,121.3,11252.991,6767.948,1948,1641,10284,4.1%,80.2%,76.9%,"9,454.95","3,513.05"," 97,626.00 ",399.9,272.8,75.1,76.45,"36,876",,,,,,,,,,
9/1/2016,9.00,3.00,2016.00,93.4,12204,12462,"9,053.0","1,983.0 ",130.52,274.6,45.14636364,92.9,3.765727273,1447.0,1267.9,5254.2,2157.7,17%,119.1,121.0,92.7,130.7,12633.504,7450.806,1983,1522,12558,4.3%,79.9%,76.5%,"9,402.88","3,560.31"," 98,428.62 ",404.2,274.6,74.6,76.77,"29,520",,,,,,,,,,
10/1/2016,10.00,4.00,2016.00,93.6,11714,9665,"6,886.0","1,236.0 ",135.22,273.3,49.7752381,93.47,3.821733333,1427.7,1251.1,5256.0,2143.0,17%,117.9,119.8,90.4,126.1,7086.565,4260.748,1236,1554,9676,3.9%,79.9%,76.7%,"9,564.85","3,475.98"," 97,962.72 ",404.4,273.3,73.4,76.75,"28,992",,,,,,,,,,
11/1/2016,11.00,4.00,2016.00,93.2,11497,11823,"8,493.0","1,681.0 ",136.13,281.0,45.70909091,93.12,3.842863636,1428.2,1247.4,5260.6,2165.0,17%,118.2,120.9,93.1,127.4,15871.018,10044.729,1681,1481,11655,3.9%,79.9%,76.8%,"9,589.11","3,536.88"," 97,126.75 ",402.8,281.0,76.3,77.11,"28,596",,,,,,,,,,
12/1/2016,12.00,4.00,2016.00,93.2,10272,10285,"5,407.0","3,494.0 ",134.3,282.5,51.97047619,93.79,3.828380952,1457.2,1272.9,5413.1,2246.6,17%,120.4,122.6,93.3,126.1,11398.069,6732.159,3494,1558,10459,3.9%,80.0%,76.9%,"9,501.51","3,539.09"," 98,447.00 ",402.1,282.4,76.8,77.38,"27,540",,,,,,,,,,
1/1/2017,1.00,1.00,2017.00,93.0,"15,855","11,925","9,280.0","1,376.0 ",133.18,284.9,52.5085,95.24,3.818190476,1441.3,1264.2,5561.4,2275.1,17%,119.8,122.4,92.8,131.9,16618.041,8377.46,1376,1502,12158,3.9%,79.9%,76.8%,"9,491.99",3562.20," 101,613.00 ",402.8,284.9,77.4,77.56,"25,104",,,,,,,,,,
2/1/2017,2.00,1.00,2017.00,93.0,"13,026","9,717","6,756.0","1,280.0 ",135.66,287.6,53.46842105,95.04,3.72905,1434.4,1271.3,5764.2,2329.9,17%,120.4,123.1,93.8,131.0,12779.29,7528.275,1280,1437.080745,9473.080745,3.8%,80.0%,76.9%,"9,602.74",3566.64," 102,022.00 ",404.9,287.3,75,77.66,"24,720",,,,,,,,,,
3/1/2017,3.00,1.00,2017.00,93.3,"12,370","11,553","8,021.0","1,878.0 ",136.9,289.2,49.32782609,96.33,3.649318182,1423.3,1270.2,5865.0,2366.8,17%,122.4,124.0,93.6,128.8,12810.83,7867.188,1878,1655,11554,3.8%,79.9%,76.8%,"9,575.48",3576.80," 103,174.00 ",406.8,289.1,78,78.22,"25,488",,,,,,,,,,
4/1/2017,4.00,2.00,2017.00,93.5,"13,147","10,491","7,465.0","1,541.0 ",136.32,294.3,51.06052632,98.27,3.6496875,1396.0,1259.2,5912.2,2359.3,17%,122.9,125.1,95.5,132.4,13085.28,8646.415,1541,1572,10578,3.8%,80.0%,77.0%,"9,638.49",3566.43," 105,142.00 ",407.7,294.2,78.8,78.60,"27,324",,,,,,,,,,
5/1/2017,5.00,2.00,2017.00,93.9,"13,694","11,711","8,294.0","1,833.0 ",138.87,287.1,48.47636364,97.66,3.597421053,1421.3,1293.7,6124.9,2395.3,17%,120.9,122.9,90.1,133.6,13653.739,8099.009,1833,1510,11637,3.9%,80.2%,77.2%,"9,756.63",3581.99," 107,367.00 ",409.5,287.0,77.3,78.82,"27,468",,,,,,,,,,
6/1/2017,6.00,2.00,2017.00,93.2,"12,556","9,084","5,643.0","1,529.0 ",137.15,297.6,45.17772727,98.56,3.531863636,1431.1,1292.6,6228.3,2434.5,17%,123.0,124.3,94.7,132.5,12634.812,7441.231,1529,1751,8923,3.8%,79.9%,76.9%,"9,681.90",3584.55," 108,706.00 ",412.8,297.5,77.5,79.07,"29,688",,,,,,,,,,
7/1/2017,7.00,3.00,2017.00,93.1,"14,235","13,266","9,502.0","2,013.0 ",138.48,297.5,46.6,98.72,3.550904762,1446.2,1301.1,6294.7,2454.1,17%,123.4,124.8,94.5,134.2,14532.578,8876.94,2013,1812,13327,3.6%,80.0%,77.2%,"9,727.87",3592.47," 110,110.00 ",414.3,297.5,77.6,79.13,"29,868",,,,,,,,,,
8/1/2017,8.00,3.00,2017.00,93.4,"16,520","10,604","7,025.0","1,717.0 ",138.29,300.5,48.03695652,97.23,3.601136364,1393.9,1261.1,6307.1,2455.3,17%,126.0,127.2,94.1,136.6,15341.695,8324.103,1717,1744,10486,3.6%,79.5%,76.6%,"9,786.94",3592.44," 111,020.00 ",415.9,300.5,76.6,79.46,"29,748",,,,,,,,,,
9/1/2017,9.00,3.00,2017.00,93.5,"16,618","12,406","9,511.0","1,391.0 ",137.53,301.1,49.822,94.78,3.537352941,1407.5,1279.7,6428.1,2492.8,17%,123.4,125.1,93.9,131.2,18325.624,12408.933,1391,1584,12486,3.5%,80.1%,77.4%,"9,764.13",3598.85," 111,051.00 ",414.6,301.1,76,79.57,"28,116",,,,,,,,,,
10/1/2017,10.00,4.00,2017.00,93.8,"19,740","9,782","6,469.0","1,471.0 ",137.9,307.7,51.57772727,95.65,3.5124,1441.7,1313.2,6603.0,2557.0,17%,126.7,128.9,96.8,137.0,19724.973,14086.929,1471,1693,9633,3.5%,80.2%,77.3%,"9,710.44",3621.15," 111,309.00 ",414.5,307.7,78.2,80.03,"28,704",,,,,,,,,,
11/1/2017,11.00,4.00,2017.00,93.5,"12,400","11,161","7,987.0","1,480.0 ",139.35,307.1,56.63857143,97.44,3.517227273,1424.5,1304.6,6796.0,2593.6,17%,127.7,128.6,96.0,137.5,12495.543,7445.201,1480,1713,11180,3.6%,80.2%,77.3%,"9,764.10",3630.44," 112,079.00 ",411.9,307.1,79.5,80.38,"30,804",,,,,,,,,,
12/1/2017,12.00,4.00,2017.00,93.6,"8,245","9,979","6,956.0","1,658.0 ",139.04,307.0,57.8815,97.1,3.50345,1477.5,1338.7,6889.7,2664.3,17%,126.8,127.8,95.9,140.4,11373.936,6934.543,1658,1629,10243,3.5%,80.2%,77.5%,"9,706.98",3630.87," 113,011.00 ",407.8,306.9,79.1,80.59,"28,776",,,,,,,,,,
1/1/2018,1.00,1.00,2018.00,93.1,"15,600","13,422","10,136.0","2,006.0 ",138.02,310.4,63.69857143,96.77,3.423227273,1535.7,1395.6,7279.5,2789.8,17%,127.1,127.7,96.4,135.7,16870.356,8922.011,2006,1493,13635,3.3%,79.8%,77.2%,"9,813.05",3654.16," 117,622.00 ",406.3,310.4,80.6,80.92,"28,044",,,,,,,,,,
2/1/2018,2.00,1.00,2018.00,93.2,"13,531","10,758","7,313.0","1,986.0 ",139.83,317.5,62.22947368,96.75,3.4791,1495.7,1358.8,7161.8,2705.2,17%,127.7,127.8,97.3,140.4,12956.834,7740.207,1986,1347,10646,3.2%,80.1%,77.5%,"9,802.77",3663.02," 116,293.00 ",405.9,317.2,79.4,81.23,"37,068",,,,,,,,,,
3/1/2018,3.00,1.00,2018.00,93.5,"14,264","11,441","7,853.0","1,923.0 ",142.74,315.2,62.7247619,93.56,3.475153846,1475.8,1340.2,7311.5,2702.8,17%,128.5,129.0,99.5,143.6,14193.827,8155.21,1923,1653,11429,3.3%,80.3%,77.7%,"9,913.20",3669.45," 116,127.00 ",406.5,315.3,78.9,81.44,"30,396",,,,,,,,,,
4/1/2018,4.00,2.00,2018.00,93.9,"13,909","10,767","7,653.0","1,512.0 ",141.91,307.6,66.25380952,94.66,3.538555556,1453.5,1321.6,7084.1,2653.6,17%,127.7,125.9,93.6,139.8,13992.928,8692.514,1512,1587,10752,3.5%,80.0%,77.2%,"9,992.49",3663.20," 115,354.00 ",406.2,307.6,79.9,81.60,"29,052",,,,,,,,,,
5/1/2018,5.00,2.00,2018.00,94.3,"12,464","12,056","8,903.0","1,677.0 ",143.1,319.1,69.97818182,93.33,3.591045455,1496.1,1348.9,7339.3,2701.5,17%,130.3,130.3,97.1,143.8,12458.07,8343.316,1677,1583,12163,3.6%,80.9%,78.0%,"9,906.01",3675.82," 114,700.00 ",409.2,319.1,79.7,81.82,"30,132",,,,,,,,,,
6/1/2018,6.00,2.00,2018.00,94.4,"13,127","10,350","6,899.0","1,633.0 ",143.35,313.9,67.87333333,94.36,3.60452381,1531.1,1381.9,7645.1,2754.4,17%,125.9,124.9,95.7,137.7,12103.706,7508.122,1633,1611.217054,10143.21705,3.6%,80.8%,77.9%,"9,936.07",3662.41," 114,832.00 ",410.5,313.9,78.4,81.83,"24,360",,,,,,,,,,
7/1/2018,7.00,3.00,2018.00,94.4,"14,389","12,976","9,421.0","1,854.0 ",141.42,316.9,70.98142857,94.87,3.645318182,1546.8,1383.4,7751.6,2792.1,17%,130.6,130.1,94.1,137.8,15425.018,9261.373,1854,1828,13103,3.4%,80.5%,77.8%,"9,946.57",3654.99," 115,782.00 ",408.1,316.9,79.8,82.17,"28,224",,,,,,,,,,
8/1/2018,8.00,3.00,2018.00,94.5,"12,926","10,936","7,174.0","1,808.0 ",142.04,324.1,68.05565217,94.63,3.6645,1609.3,1440.8,7892.2,2857.8,17%,131.5,129.0,97.1,139.6,12819.431,7882.661,1808,1845,10827,3.3%,80.4%,77.7%,"9,983.22",3671.28," 116,005.00 ",407.4,324.0,81.4,82.49,"28,800",,,,,,,,,,
9/1/2018,9.00,3.00,2018.00,94.6,"11,608","8,335","5,318.0","1,178.0 ",142.52,321.0,70.23210526,95.53,3.592533333,1651.8,1486.5,7980.4,2901.2,17%,130.0,129.6,95.8,140.2,11579.198,7312.788,1178,1698,8194,3.6%,80.2%,77.4%,"10,096.45",3613.70," 115,458.00 ",406.6,321.0,78.9,82.46,"33,948",,,,,,,,,,
10/1/2018,10.00,4.00,2018.00,94.9,"12,968","14,484","11,172.0","1,635.0 ",142.34,325.8,70.74869565,97.32,3.655952381,1607.4,1452.3,7527.1,2785.5,17%,127.8,128.1,96.4,140.6,13262.65,8037.327,1635,1438,14245,3.6%,80.1%,77.2%,"10,029.48",3726.30," 113,911.00 ",405.8,325.8,78.8,82.66,"34,404",,,,,,,,,,
11/1/2018,11.00,4.00,2018.00,94.6,"13,060","11,208","8,505.0","1,465.0 ",140.34,330.6,56.9635,95.87,3.705454545,1628.9,1467.7,7236.1,2723.2,17%,129.8,129.5,97.6,142.9,12961.464,7970.509,1465,1535,11505,3.7%,80.0%,77.0%,"10,064.77",3712.70," 115,056.00 ",405.5,330.6,77.6,82.78,"34,944",,,,,,,,,,
12/1/2018,12.00,4.00,2018.00,94.3,"14,330","10,640","7,529.0","1,597.0 ",139.38,326.7,49.1085,94.67,3.7529,1546.9,1399.7,6815.5,2564.5,17%,129.5,128.6,97.7,143.2,13519.539,7949.452,1597,1605,10731,3.6%,80.4%,77.5%,"10,008.18",3730.28," 115,279.00 ",404.7,326.7,79.6,82.97,"38,352",,,,,,,,,,
1/1/2019,1.00,1.00,2019.00,94.2,"15,791","13,287","10,368.0","1,671.0 ",139.11,330.0,51.39636364,93.09,3.687045455,1508.2,1368.1,6979.7,2607.4,17%,131.0,129.4,95.1,145.7,17051.133,9692.008,1671,1517,13556,3.7%,80.5%,77.5%,"9,991.99",3733.52," 118,153.00 ",408.3,330.1,79.9,83.30,"34,608",,,,,,,,,,
2/1/2019,2.00,1.00,2019.00,94.3,"13,020","10,423","7,088.0","1,628.0 ",141.37,334.3,54.95473684,94.28,3.6263,1562.4,1422.7,7430.1,2754.9,17%,131.5,131.2,96.0,146.4,12337.137,8019.492,1628,1406,10122,3.6%,80.8%,77.9%,"10,030.69",3739.16," 117,939.00 ",409.6,334.0,80.4,83.65,"37,704",,,,,,,,,,
3/1/2019,3.00,1.00,2019.00,94.8,"14,044","14,249","9,517.0","3,118.0 ",141.41,333.7,58.15142857,95.4,3.618631579,1550.5,1418.0,7629.4,2804.0,17%,130.8,129.9,94.1,145.7,14236.104,8450.711,3118,1731,14366,3.3%,80.6%,78.0%,"10,090.15",3723.94," 118,219.00 ",410.8,333.4,80.9,84.10,"39,648",,,,,,,,,,
4/1/2019,4.00,2.00,2019.00,95.1,"14,185","8,923","5,959.0","1,242.0 ",142.12,339.1,63.86238095,95.93,3.594611111,1586.9,1460.1,7994.9,2903.8,17%,134.6,134.6,98.0,147.5,14130.79,9000.5,1242,1582,8783,3.5%,80.6%,77.8%,"10,088.21",3746.25," 118,743.00 ",412.9,339.1,81.6,84.27,"37,608",,,,,,,,,,
5/1/2019,5.00,2.00,2019.00,95.7,"14,837","13,416","10,092.0","1,336.0 ",142.49,337.8,60.82681818,96.76,3.593238095,1567.4,1448.3,7804.8,2854.7,17%,132.3,130.8,96.2,140.4,14855.712,9054.034,1336,1734,13162,3.3%,80.5%,77.9%,"10,133.95",3727.93," 118,124.00 ",414.1,337.8,80.3,84.32,"38,676",,,,,,,,,,
6/1/2019,6.00,2.00,2019.00,95.2,"12,653","9,723","6,850.0","1,363.0 ",139.7,342.6,54.6575,98.22,3.5973,1558.6,1447.9,7825.5,2890.2,17%,134.5,132.4,96.9,145.0,12427.083,7648.724,1363,1700,9913,3.4%,80.4%,77.6%,"10,168.05",3729.57," 120,108.00 ",413.7,342.6,80.1,84.67,"38,616",,,,,,,,,,
7/1/2019,7.00,3.00,2019.00,94.9,"14,747","14,108","10,590.0","1,608.0 ",139.2,348.6,57.35809524,96.9,3.544652174,1597.8,1488.1,8205.6,2996.1,17%,133.8,133.6,98.7,145.3,15260.343,9461.831,1608,1855,14053,3.3%,79.4%,76.8%,"10,303.92",3725.68," 119,994.00 ",414.9,348.6,82.1,84.88,"40,632",,,,,,,,,,
8/1/2019,8.00,3.00,2019.00,95.1,"13,727","10,227","6,819.0","1,506.0 ",142.2,344.3,54.80590909,97.91,3.511227273,1581.9,1486.1,7910.9,2897.5,17%,131.6,128.3,93.8,139.8,13317.794,8157.784,1506,1757,10082,3.2%,80.1%,77.5%,"10,241.31",3713.94," 119,812.00 ",414.5,344.2,80.6,84.82,"40,260",,,,,,,,,,
9/1/2019,9.00,3.00,2019.00,94.9,"14,335","13,058","9,786.0","1,606.0 ",141.62,352.1,56.947,100.06,3.524052632,1591.6,1505.3,8087.7,2982.2,17%,133.4,134.2,99.3,143.7,14234.687,8686.36,1606,1819,13211,3.2%,80.7%,78.1%,"10,249.22",3769.50," 119,469.00 ",416.6,352.2,81.1,85.12,"43,848",,,,,,,,,,
10/1/2019,10.00,4.00,2019.00,95.3,"11,579","9,779","6,580.0","1,463.0 ",139.88,351.6,53.96304348,99.64,3.519222222,1638.2,1559.3,8079.3,2977.7,17%,136.8,136.4,99.0,150.3,10723.355,6545.688,1463,1464,9507,3.1%,80.2%,77.7%,"10,265.42",3744.27," 121,361.00 ",418.7,351.7,84.3,85.71,"44,280",,,,,,,,,,
11/1/2019,11.00,4.00,2019.00,94.9,"15,093","12,650","9,997.0","1,387.0 ",139.89,353.8,56.96947368,99.5,3.482619048,1670.4,1591.8,8517.6,3104.9,17%,134.9,134.7,99.4,150.8,16195.269,9704.14,1387,1589,12973,3.4%,80.7%,78.0%,"10,259.94",3764.21," 122,383.00 ",419.1,353.7,82.8,86.20,"42,108",,,,,,,,,,
12/1/2019,12.00,4.00,2019.00,94.9,"14,011","11,586","7,172.0","2,887.0 ",140.46,364.3,59.81666667,99.79,3.475428571,1685.1,1612.2,8778.6,3176.7,17%,138.0,136.7,98.1,148.5,13835.445,8431.586,2887,1642,11701,3.2%,80.0%,77.5%,"10,190.25",3794.73," 126,014.00 ",421.6,364.3,83.3,86.72,"40,800",,,,,,,,,,
1/1/2020,1.00,1.00,2020.00,94.5,"18,257","14,242","11,128.0","1,612.0 ",140.99,368.9,57.51904762,99.45,3.460181818,1699.9,1641.2,9233.4,3278.2,17%,138.6,136.9,100.4,148.2,19066.178,11153.055,1612,1575,14315,3.2%,80.2%,77.6%,"10,249.47",3810.42," 129,978.00 ",423.7,368.9,85.1,86.83,"43,380",,,,,,,,,,
2/1/2020,2.00,1.00,2020.00,94.4,"14,181","10,166","7,081.0","1,547.0 ",141.41,364.7,50.54263158,99.16,3.43365,1700.1,1637.8,9418.9,3277.3,17%,138.1,137.8,100.6,143.5,13935.148,8801.57,1547,1418,10046,3.2%,80.1%,77.5%,"10,257.85",3823.96," 131,176.00 ",424.1,364.6,85.6,85.93,"43,740",,,,,,,,,,
3/1/2020,3.00,1.00,2020.00,94.8,"12,105","10,167","6,603.0","2,234.0 ",124.28,309.3,29.56818182,100.73,3.617894737,1330.2,1270.8,7772.2,2652.4,17%,122.5,118.8,98.7,83.3,12261.508,9584.648,2234,1509,10346,3.2%,79.2%,76.7%,"9,762.55",3667.20," 125,941.00 ",423.7,309.2,76.9,82.58,"22,512",,,,,,,,,,
4/1/2020,4.00,2.00,2020.00,94.5,"12,338","8,646","7,084.0",797.0 ,115.56,264.3,16.54761905,97.48,3.5678125,1346.2,1318.7,8292.4,2762.0,17%,111.5,104.5,76.8,44.3,12357.766,9105.593,797,715,8596,3.2%,79.0%,76.5%,"12,122.34",2626.38," 133,547.00 ",420.7,264.3,77,80.16,"10,152",,,,,,,,,,
5/1/2020,5.00,2.00,2020.00,94.2,"11,901","10,268","7,582.0","1,192.0 ",127.66,358.6,28.5625,99.78,3.5175,1422.2,1402.3,9105.7,2919.6,17%,127.2,132.1,104.3,66.2,12312.007,8237.806,1192,1374,10148,3.3%,78.7%,76.1%,"11,437.78",3061.12," 142,513.00 ",422.0,358.6,80.7,81.81,"30,132",,,,,,,,,,
6/1/2020,6.00,2.00,2020.00,94.1,"12,759","9,976","6,776.0","1,736.0 ",122.5,368.2,38.30727273,100.91,3.458318182,1413.3,1388.4,9840.0,3104.7,17%,131.1,140.4,103.3,95.9,12427.12,7823.599,1736,1530,10042,4.2%,79.2%,75.9%,"10,948.50",3400.55," 147,337.00 ",426.2,368.2,85.2,83.27,"46,188",,,,,,,,,,
