Unnamed: 0,VAT will import gross,Local VAT Bruto,Return VAT autonomy and practitioners,Total VAT Net,Net customs,Currency tax will import,Total Missy Import,Net local purchase tax,Gross fuel tax
2020-08-01,3574.0,7978.0,-3033.0,8519.0,225.0,1425.0,1650.0,25.0,2136.0
2020-09-01,3454.0,8939.0,-2720.0,9673.0,236.0,1870.0,2106.0,29.0,2022.0
2020-10-01,3545.0,7365.0,-3279.0,7631.0,237.0,1170.0,1407.0,22.0,1566.0
2020-11-01,3636.0,8237.0,-3122.0,8751.0,256.0,1371.0,1627.0,29.0,2022.0
2020-12-01,4751.0,7418.0,-3285.0,8884.0,378.0,3114.0,3492.0,36.0,1922.0
2021-01-01,3910.0,10137.0,-3338.0,10709.0,271.0,1504.0,1775.0,23.0,1715.0
2021-02-01,3943.0,7386.0,-3525.0,7804.0,274.0,1359.0,1633.0,22.0,1596.0
2021-03-01,4595.0,8273.0,-4165.0,8703.0,310.0,1797.0,2107.0,24.0,1880.0
2021-04-01,4362.0,8606.0,-3089.0,9879.0,295.0,1608.0,1903.0,30.0,1950.0
2021-05-01,4206.0,9394.0,-3265.0,10335.0,286.0,1817.0,2103.0,20.0,1978.0
2021-06-01,4533.0,7518.0,-4089.0,7962.0,329.0,2100.0,2429.0,33.0,2107.0
2021-07-01,4542.0,10782.0,-3612.0,11712.0,318.0,1684.0,2002.0,25.0,2172.0
2021-08-01,4892.0,9063.0,-4181.0,9774.0,345.0,1895.0,2240.0,30.0,2300.0
2021-09-01,3717.0,3482.0,-2527.0,4672.0,240.0,1265.0,1505.0,29.0,2032.0
2021-10-01,4837.0,14973.0,-4851.0,14959.0,324.0,1465.0,1789.0,29.0,2179.0
2021-11-01,4798.0,11729.0,-4115.0,12412.0,321.0,1837.0,2158.0,21.0,2030.0
2021-12-01,4568.0,9598.0,-5615.0,8551.0,371.0,1647.0,2018.0,26.0,2135.0
2022-01-01,5105.0,12178.0,-3406.0,13877.0,362.0,1892.0,2254.0,32.0,2005.0
2022-02-01,4931.0,9201.0,-4843.0,9289.0,350.0,1657.0,2007.0,73.0,1932.0
2022-03-01,5704.0,10958.0,-5117.0,11545.0,354.0,1854.0,2208.0,80.0,2329.0
2022-04-01,5121.0,9709.0,-4607.0,10223.0,316.0,1843.0,2159.0,93.0,2167.0
2022-05-01,6214.0,11115.0,-5721.0,11608.0,288.0,1708.0,1996.0,103.0,2031.0
2022-06-01,5378.0,8881.0,-5567.0,8692.0,173.0,1926.0,2099.0,117.0,2126.0
2022-07-01,5785.0,11703.0,-4999.0,12489.0,182.0,1844.0,2026.0,104.0,2231.0
2022-08-01,5621.0,9320.0,-5645.0,9296.0,161.0,1737.0,1898.0,111.0,1989.0
2022-09-01,4779.0,11326.0,-4607.0,11498.0,121.0,1545.0,1666.0,141.0,2082.0
2022-10-01,5179.0,8791.0,-4268.0,9702.0,177.0,1602.0,1779.0,133.0,1874.0
2022-11-01,5285.0,10166.0,-5041.0,10410.0,206.0,1867.0,2073.0,95.0,1960.0
2022-12-01,5765.0,8930.0,-4771.0,9924.0,309.0,3154.0,3463.0,84.0,
2023-01-01,5285.0,12439.0,-4876.0,12848.0,113.0,1686.0,1799.0,95.0,2376.0
2023-02-01,5089.0,9550.0,-5559.0,9080.0,168.0,2235.0,2403.0,96.0,2064.0
2023-03-01,5496.0,10131.0,-5836.0,9791.0,198.0,2272.0,2470.0,79.0,2413.0
2023-04-01,4613.0,9754.0,-3610.0,10757.0,126.0,1616.0,1742.0,111.0,2079.0
2023-05-01,5650.0,10107.0,-5822.0,9935.0,180.0,2302.0,2482.0,23.0,2273.0
2023-06-01,4944.0,8968.0,-5492.0,8420.0,110.0,1846.0,1956.0,36.0,2491.0
2023-07-01,5355.0,10957.0,-4487.0,11825.0,135.0,2097.0,2232.0,21.0,2495.0
2023-08-01,5476.0,9299.0,-5376.0,9399.0,105.0,1832.0,1937.0,37.0,2423.0
2023-09-01,4544.0,11084.0,-5128.0,10500.0,98.0,1344.0,1442.0,32.0,2238.0
2023-10-01,5124.0,7620.0,-3949.0,8795.0,127.0,1785.0,1912.0,26.0,1915.0
2023-11-01,4526.0,9658.0,-4297.0,9887.0,84.0,1170.0,1254.0,28.0,1929.0
2023-12-01,5109.0,8889.0,-5158.0,8840.0,301.0,3001.0,3302.0,34.0,2110.0
2024-01-01,4513.0,12388.0,-3959.0,12942.0,112.0,1634.0,1746.0,29.0,2340.0
2024-02-01,5058.0,10146.0,-4538.0,10666.0,105.0,1651.0,1756.0,25.0,2262.0
2024-03-01,5069.0,11064.0,-4860.0,11273.0,132.0,1697.0,1829.0,26.0,2484.0
2024-04-01,4580.0,4371.0,-4021.0,4930.0,92.0,1720.0,1812.0,23.0,2256.0
2024-05-01,5180.0,16587.0,-4778.0,16989.0,136.0,2127.0,2263.0,24.0,2400.0
2024-06-01,4570.0,10964.0,-5227.0,10307.0,118.0,1929.0,2047.0,35.0,2496.0
2024-07-01,5756.0,11739.0,-5068.0,12427.0,116.0,2212.0,2328.0,28.0,2652.0
2024-08-01,5049.0,9879.0,-4770.0,10158.0,125.0,2153.0,2278.0,31.0,2580.0
2024-09-01,5382.0,12032.0,-4029.0,13385.0,118.0,1997.0,2115.0,25.0,2724.0
2024-10-01,5291.0,10113.0,-3738.0,11666.0,122.0,1792.0,1914.0,33.0,2423.0
2024-11-01,5145.0,11439.0,-5525.0,11059.0,133.0,1988.0,2121.0,29.0,2261.0
2024-12-01,7596.0,10103.0,-4941.0,12758.0,452.0,5423.0,5875.0,38.0,2636.0
2025-01-01,5292.0,16738.0,-5092.0,16938.0,89.0,1300.0,1389.0,36.0,2542.0
2025-02-01,4902.0,11354.0,-5354.0,10902.0,97.0,1611.0,1708.0,18.0,2242.0
2025-03-01,5913.0,11896.0,-5286.0,12523.0,127.0,2294.0,2421.0,56.0,2535.0
2025-04-01,5412.0,10730.0,-5068.0,11074.0,128.0,2141.0,2269.0,23.0,2400.0
